Title_text,Title_href,Price,Description,Buyinfo
PARROT Bebop - PF722009AA,https://drony.heureka.sk/parrot-bebop-pf722009aa/,"424,10 €","Bezpečnost na prvním místě

Parrot Bebop je robustní a bezpečný Drone, a to díky zesílené struktuře ABS, která je navíc velice lehká. Bebop Drone je jedinečný nejen kvůli své...",
Inspire 1 V2.0 (DJI0602),https://drony.heureka.sk/inspire-1-v2_0-dji0602/,"2 299,00 €","Kvadrokoptéra Inspire 1 s 4K kamerou X3 umiestnenou na 3-osom stabilizovanom závesu, s integrovaným systémom LightBridge a novým pohonným systémom (verzia s jedným ovládačom)",
Blade 180 QX BNF Basic - BLH7450,https://drony.heureka.sk/blade-180-qx-bnf-basic-blh7450/,"84,72 €","Kvadrokoptéra Blade 180 QX je ideálny pre začiatočníkov. Veľmi jednoduché ovládanie, režimy Stability a Agility. Pre sprevádzkovanie stačí spárovať s vysielačmi Spektrum DSM2...",
Blade 180 QX s HD kamerou RTF Mód 1 - BLH7400ACM1,https://drony.heureka.sk/blade-180-qx-s-hd-kamerou-rtf-mod-1-blh7400acm1/,"132,11 €",Kvadrokoptéra Blade 180 QX so stabilizáciou AS3X a technológií SAFE pre zhotovovanie fotografií alebo videa. Možnosť prepínačom urobiť snímku alebo spustiť kameru. Módy...,
Blade Zeyrok BNF zelený - BLH7380T2,https://drony.heureka.sk/blade-zeyrok-bnf-zeleny-blh7380t2/,"88,08 €","Mini RC model kvadrokoptéry Blade Zeyrok v zelenej farbe s pokročilými funkciami. Cez malé rozmery má sofistikovanú elektroniku so systémom SAFE a letovými režimy Stability,...",
Blade Zeyrok BNF žltý - BLH7380T1,https://drony.heureka.sk/blade-zeyrok-bnf-zlty-blh7380t1/,"88,08 €","Mini RC model kvadrokoptéry Blade Zeyrok v žltej farbe s pokročilými funkciami. Cez malé rozmery má sofistikovanú elektroniku so systémom SAFE a letovými režimy Stability,...",
Blade 180 QX s HD kamerou BNF - BLH7480,https://drony.heureka.sk/blade-180-qx-s-hd-kamerou-bnf-blh7480/,"101,70 €",Kvadrokoptéra Blade 180 QX so stabilizáciou AS3X a technológií SAFE pre zhotovovanie fotografií alebo videa v HD rozlíšení. Možnosť prepínačom urobiť snímku alebo spustiť...,
Blade 180 QX BNF - BLH7485,https://drony.heureka.sk/blade-180-qx-bnf-blh7485/,"101,70 €","Kvadrokoptéra Blade 180 QX so stabilizáciou AS3X a technológií SAFE pre zhotovovanie fotografií alebo videa. Módy Stability a Agility, bez vysielača, bez kamery.",
Blade Nano QX Bind & Fly - BLH7680,https://drony.heureka.sk/blade-nano-qx-bind-fly-blh7680/,"61,02 €",Maličká kvadrokoptéra Nano QX s najnovšou technológiou SAFE so systémom sofistikovaného softvér riadenie letu. Pre stabilné visenie stačí pustiť páky riadenia a systém SAFE...,
Blade Nano QX RTF Mód 1 - BLH7600CM1,https://drony.heureka.sk/blade-nano-qx-rtf-mod-1-blh7600cm1/,"71,19 €","Maličká kvadrokoptéra Nano QX s najnovšou technológiou SAFE so systémom sofistikovaného softvér riadenie letu. Potom, čo ste zvládli základy riadenia, môžete vypnúť SAFE systém...",
Blade Nano QX RTF Mód 2 - BLH7600C,https://drony.heureka.sk/blade-nano-qx-rtf-mod-2-blh7600c/,"71,19 €","Maličká kvadrokoptéra Nano QX s najnovšou technológiou SAFE so systémom sofistikovaného softvér riadenie letu. Potom, čo ste zvládli základy riadenia, môžete vypnúť SAFE systém...",
Blade Zeyrok s kamerou RTF zelený - BLH7360T2,https://drony.heureka.sk/blade-zeyrok-s-kamerou-rtf-zeleny-blh7360t2/,"152,45 €","Mini RC model kvadrokoptéry Blade Zeyrok v zelenej farbe s HD kamerou. Cez malé rozmery má sofistikovanú elektroniku so systémom SAFE a letovými režimy Stability, Stagility a...",
Blade Zeyrok s kamerou RTF žltý - BLH7360T1,https://drony.heureka.sk/blade-zeyrok-s-kamerou-rtf-zlty-blh7360t1/,"152,45 €","Mini RC model kvadrokoptéry Blade Zeyrok v žltej farbe s HD kamerou. Cez malé rozmery má sofistikovanú elektroniku so systémom SAFE a letovými režimy Stability, Stagility a...",
Blade Nano QX 3D RTF Mód 2 - BLH7100,https://drony.heureka.sk/blade-nano-qx-3d-rtf-mod-2-blh7100/,"81,36 €","RC model akrobatické kvadrokoptéry Ultra micro Blade® 3D Nano QX so schopnosťou letu na chrbte! Intuitívna technológia SAFE ™ zaisťuje plynulý rokov, stabilitu a letové režimy -...",
Blade Glimpse s WiFi HD kamerou BNF - BLH2280,https://drony.heureka.sk/blade-glimpse-s-wifi-hd-kamerou-bnf-blh2280/,"128,75 €","Mikro kvadrokoptéra Blade Glimpse pre začínajúcich kameramanov má integrovanú HD kameru s možnosťou nahrávania alebo FPV prenosom 5,8 GHz. Technológia SAFE udržuje dron v...",
Blade Glimpse s WiFi HD kamerou RTF Mód 2 - BLH2200,https://drony.heureka.sk/blade-glimpse-s-wifi-hd-kamerou-rtf-mod-2-blh2200/,"165,98 €",Mikro kvadrokoptéra Blade Glimpse pre začínajúcich kameramanov má integrovanú HD kameru s možnosťou nahrávania alebo živým FPV prenosom WiFi 5.8 GHz. Technológia SAFE udržuje...,
Blade Nano QX 3D RTF Mód 1 - BLH7100M1,https://drony.heureka.sk/blade-nano-qx-3d-rtf-mod-1-blh7100m1/,"81,36 €","RC model akrobatické kvadrokoptéry Ultra micro Blade® 3D Nano QX so schopnosťou letu na chrbte! Intuitívna technológia SAFE ™ zaisťuje plynulý rokov, stabilitu a letové režimy -...",
Blade Nano QX 3D Bind & Fly - BLH7180,https://drony.heureka.sk/blade-nano-qx-3d-bind-fly-blh7180/,"61,02 €","RC model akrobatické kvadrokoptéry Ultra micro Blade® 3D Nano QX so schopnosťou letu na chrbte! Intuitívna technológia SAFE ™ zaisťuje plynulý rokov, stabilitu a letové režimy -...",
Blade Zeyrok RTF zelený - BLH7300T2,https://drony.heureka.sk/blade-zeyrok-rtf-zeleny-blh7300t2/,"81,36 €","Mini RC model kvadrokoptéry Blade Zeyrok v zelenej farbe s pokročilými funkciami. Cez malé rozmery má sofistikovanú elektroniku so systémom SAFE a letovými režimy Stability,...",
Blade Zeyrok RTF žltý - BLH7300T1,https://drony.heureka.sk/blade-zeyrok-rtf-zlty-blh7300t1/,"81,36 €","Mini RC model kvadrokoptéry Blade Zeyrok na diaľkové ovládanie v žltej farbe, s pokročilými funkciami. Cez malé rozmery má sofistikovanú elektroniku so systémom SAFE a letovými...",
Blade Nano QX FPV RTF Mód 1 - BLH7200M1,https://drony.heureka.sk/blade-nano-qx-fpv-rtf-mod-1-blh7200m1/,"375,61 €",Maličká kvadrokoptéra Nano QX FPV s najnovšou technológiou SAFE so systémom sofistikovaného softvér riadenia letu a mikro videokamerou s prenosom FPV. Ultra mikro FPV systém Fat...,
Blade Conspiracy 220 Pre FPV Racer BNF Basic - BLH02000EU,https://drony.heureka.sk/blade-conspiracy-220-pre-fpv-racer-bnf-basic-blh02000eu/,"302,22 €",Závodné FPV kvadrokoptéra Blade Conspiracy má 4 mm hlavný rám z uhlíkových vlákien je ľahký a mimoriadne tuhý. K dipozícii sú 3 progresívne režimy letu pre ľahšie učenie...,
Blade Nano QX FPV 2 BNF - BLH9180,https://drony.heureka.sk/blade-nano-qx-fpv-2-bnf-blh9180/,"162,62 €","Dron Blade Nano QX2 FPV Bind & Fly s technológiou SAFE ™ a letovými režimy Začiatočník a Agility. Verzia bez vysielača, s FPV kamerou 5.8 GHz. Kompatibilný s Headsety Fat Shark....",
Blade Inductrix 200 FPV BNF - BLH9080EU,https://drony.heureka.sk/blade-inductrix-200-fpv-bnf-blh9080eu/,"191,43 €","RC model Drone Blade Inductrix 200 FPV BNF s integrovanou kamerou! Striedavé motory, odolná konštrukcia, vrtuľa v ochrannej klietke, technológií SAFE sa 3 letovými režimy. FPV...",
Blade Mach 25 FPV Racer BNF - BLH8980,https://drony.heureka.sk/blade-mach-25-fpv-racer-bnf-blh8980/,"443,87 €",Blade Mach 25 je závodný RC model kvadrokoptéry triedy 250. Ľahká a neuveriteľne odolná dosková uhlíková konštrukcia s výstuhami z hliníka. Prijímač Spektrum AR636QR s...,
Blade Inductrix SAFE BNF - BLH8780,https://drony.heureka.sk/blade-inductrix-safe-bnf-blh8780/,"54,21 €","Kompaktný mikro dron Blade Inductrix s technológiou SAFE a novým systémom pohonu sa 4x mikro dúchadlo. Vďaka kompaktnej konštrukcii sa zvýšila odolnosť proti bočnému nárazu,...",
Blade Theory X 170 FPV Kit - BLH9440,https://drony.heureka.sk/blade-theory-x-170-fpv-kit-blh9440/,"66,10 €","Pre fanúšikov pretekárskeho FPV lietanie je pripravený Blade Theory X 170 FPV Kit pre 4 ""vrtule, základná kostra kvadrokoptéry, na ktorú možno naištalovať riadiacu elektroniku,...",
Blade Theory X 220 FPV Kit - BLH9460,https://drony.heureka.sk/blade-theory-x-220-fpv-kit-blh9460/,"94,89 €","Pre fanúšikov pretekárskeho FPV lietanie je pripravený Blade Theory X 220 FPV Kit, na základnú kostru kvadrokoptéry možno naištalovať riadiacu elektroniku, pohon a FPV systémy....",
Traxxas Aton RTF Mód 1 - TRA7908A,https://drony.heureka.sk/traxxas-aton-rtf-mod-1-tra7908a/,"375,61 - 385,00 €","obsah balenia Balenie obsahuje kompletne zostavený dron Traxxas Aton, RC vysielač v móde 1 (plyn na pravej ruke), pohonný LiPol akumulátor 11.1 V 3000 mAh. Sieťový nabíjač na...",
Traxxas Aton RTF Mód 2 - TRA7908,https://drony.heureka.sk/traxxas-aton-rtf-mod-2-tra7908/,"375,61 - 385,00 €","OBSAH BALENIA Balenie obsahuje kompletne zostavený dron Traxxas Aton, RC vysielač v móde 1 (plyn na pravej ruke), pohonný LiPol akumulátor 11.1 V 3000 mAh. Sieťový nabíjač na...",
Traxxas LaTrax Alias ​​RTF - TRA6608,https://drony.heureka.sk/traxxas-latrax-alias-rtf-tra6608/,"115,23 - 127,00 €","obsah balenia Balenie obsahuje kompletne zostavenú kvadkoptéru Traxxas LaTrax Alias v móde 2, 6-kanálový vysielač, pohonný LiPol akumulátor, nabíjač s napájacím káblom do USB...Možné zakúpiť priamo na Heureka.sk",Možné zakúpiť priamo na Heureka.sk
Blade Inductrix SAFE RTF Mód 1 - BLH8700M1,https://drony.heureka.sk/blade-inductrix-safe-rtf-mod-1-blh8700m1/,"71,19 €","Kompaktný mikro dron Blade Inductrix s technológiou SAFE a novým systémom pohonu sa 4x mikro dúchadlo. Vďaka kompaktnej konštrukcii sa zvýšila odolnosť proti bočnému nárazu,...",
Blade Inductrix SAFE RTF Mód 2 - BLH8700,https://drony.heureka.sk/blade-inductrix-safe-rtf-mod-2-blh8700/,"71,19 €","Nastal čas pre elektrický pohon dúchadiel (ERF), aby nahradili staré vrtuľové systémy. Podľa návrhu, valcovej skrine rotora pridávajú významnú trvanlivosť a produkujú menej...",
Blade Glimpse XL s WiFi HD kamerou RTF - BLH8170EU,https://drony.heureka.sk/blade-glimpse-xl-s-wifi-hd-kamerou-rtf-blh8170eu/,"375,61 €","RC model kvadrokoptéry Blade Glimpse XL s HD WiFi kamerou pre natáčanie videa alebo fotografií. Nadčasová technológia SAFE Plus, integrovaný GPS prijímač a kompas, RC vysielač...",
Blade 350 QX3 AP Combo C-GO2 RTF Mód 2/4 - BLH8160EU2,https://drony.heureka.sk/blade-350-qx3-ap-combo-c-go2-rtf-mod-2-4-blh8160eu2/,"546,26 €",Nová verzia kvadrokoptéry Blade 350 QX3 AP Combo obsahuje Full-HD kameru CGO2 60fps 16 MP s 3-osým stabilizovaným držiakom a možnosťou prenosu videa do mobilných zariadení cez...,
Blade 350 QX3 AP Combo C-GO2 RTF Mód 1/3 - BLH8160EU1,https://drony.heureka.sk/blade-350-qx3-ap-combo-c-go2-rtf-mod-1-3-blh8160eu1/,"546,26 €",Nová verzia kvadrokoptéry Blade 350 QX3 AP Combo obsahuje Full-HD kameru CGO2 60fps 16 MP s 3-osým stabilizovaným držiakom a možnosťou prenosu videa do mobilných zariadení cez...,
Blade Pico QX SAFE Mód 2 - BLH8200I,https://drony.heureka.sk/blade-pico-qx-safe-mod-2-blh8200i/,"42,07 €","Najmenší kvadrokoptéra Pico QX s najnovšou technológiou SAFE s pokročilou stabilizáciou, technológiou Safe a akrobatickými režimy letu Flip, kedy je možné vykonať jeden alebo...",
Blade Pico QX SAFE Mód 1 - BLH8200M1,https://drony.heureka.sk/blade-pico-qx-safe-mod-1-blh8200m1/,"42,07 - 50,00 €",Technológia Safe s akrobatickými režimami letu.Flip - je možné vykonať jeden alebo dva premety za sebou jednoduchým stlačením tlačidla. Pre nabíjanie akumulátoru vysielača aj...,
Blade Chroma AP Combo 4K ST-10 + CGo3 - BLH8675EU,https://drony.heureka.sk/blade-chroma-ap-combo-4k-st-10-plus-cgo3-blh8675eu/,"645,26 - 748,00 €","Blade Chroma je poloprofesionálnej dron pre natáčanie videa a snímanie fotografií. Tri základné letové režimy, automatické sledovanie pilota. Vysielač ST-10 Plus s prenosom...",
Blade Inductrix FPV RTF Mód 1 - BLH8500M1,https://drony.heureka.sk/blade-inductrix-fpv-rtf-mod-1-blh8500m1/,"208,26 €","Obľúbený mikro dron Blade Inductrix teraz s FPV kamerou! Kompaktná konštrukcia, odolnosť proti bočnému nárazu, zvýšená účinnosť vrtúľ a nižšia hladina hluku. Obsiahnutý 4,3 ""FPV...",
Blade Inductrix FPV RTF Mód 2 - BLH8500,https://drony.heureka.sk/blade-inductrix-fpv-rtf-mod-2-blh8500/,"208,26 €","Obľúbený mikro dron Blade Inductrix teraz s FPV kamerou! Kompaktná konštrukcia, odolnosť proti bočnému nárazu, zvýšená účinnosť vrtúľ a nižšia hladina hluku. Obsiahnutý 4,3 ""FPV...",
Blade 200 QX Bind & Fly - BLH7780EU,https://drony.heureka.sk/blade-200-qx-bind-fly-blh7780eu/,"152,45 €","Kvadrokoptéra 200 QX schopné plné akrobacie s technológiou SAFE. Je poháňaná výkonnými striedavými motormi, ktoré umožnia vysokú akceleráciu - pomer ťahu ku hmotnosti je 4: 1!...",
F550 + Naza-M V2 + GPS + H3-3D super combo - DJI0121-14,https://drony.heureka.sk/f550-plus-naza-m-v2-plus-gps-plus-h3-3d-super-combo-dji0121-14/,"907,00 €","Combo hexacoptery DJI F550 + stabilizačný riadiaca jednotka Naza-M V2 s GPS + gimbal H3-3D + iOSD Mini + 2,4GBT Datalink + vysielač FPV + monitor + CANhub + montážne adaptér...",
F450 + Naza-M V2 + GPS + H3-3D super combo - DJI0121-13,https://drony.heureka.sk/f450-plus-naza-m-v2-plus-gps-plus-h3-3d-super-combo-dji0121-13/,"1 140,30 €","Combo kvadrocoptery DJI F450 + stabilizačný riadiaca jednotka Naza-M V2 s GPS + H3-3D + iOSD Mini + 2,4GBT Datalink + vysielač FPV + monitor + CANhub + montážne adaptér F450 +...",
BEE245 stavebnice kvadrokoptéry KIT 3MK0003,https://drony.heureka.sk/bee245-stavebnice-kvadrokoptery-kit-3mk0003/,"99,82 €","Nová kategória medzi Copter. Malé, rýchle a akčné! Sen každého pilota, ktorý chce pilotovať mašinu, ktorá Vás dostane do inej dimenzie. Tento adrenalín chce proste každý....",
Micro Q4 - RC set kvadrokoptéry 180 mm RC3700,https://drony.heureka.sk/micro-q4-rc-set-kvadrokoptery-180-mm-rc3700/,"49,74 €","Miniatúrny kvadrokoptéra s 55 mm rotory pre pokojné poletovania aj akrobatické vyvádzanie doma aj vonku. RC set s 2,4GHz vysielačom, LiPo aku a USB nabíjačkou. Na malej výchylky...",
DJI - F308 Phantom 2 RC set kvadrokoptéry 2.4GHz s H3-3D - DJI0308,https://drony.heureka.sk/dji-f308-phantom-2-rc-set-kvadrokoptery-2_4ghz-s-h3-3d-dji0308/,"370,00 €","RC set kvadrokoptéry s autopilotom NAZA-M V2 s GPS, 7-kanálovou RC súpravou 2.4GHz, LiPo aku 5200 mAh, nabíjačkou, profesionálnym gimbal Zenmus H3-3D. Rozpätie ramien 300mm.",
DJI - F308 Phantom 2 + H3-3D + Nabíjacia stanica - DJI0308-C01,https://drony.heureka.sk/dji-f308-phantom-2-plus-h3-3d-plus-nabijacia-stanica-dji0308-c01/,"817,11 €","RC set kvadrokoptéry s autopilotom NAZA-M V2 s GPS, 7-kanálovou RC súpravou 2.4GHz, LiPo aku 5200 mAh, nabíjačkou, profesionálnym gimbal Zenmus H3-3D. Rozpätie ramien 300mm.",
"Inspire 1 craft (bez Tx, aku, kamery a nabíjačky) - DJI0600-58",https://drony.heureka.sk/inspire-1-craft-bez-tx-aku-kamery-a-nabijacky-dji0600-58/,"2 399,00 €","Kvadrokoptéra Inspire 1 s integrovaným systémom LightBridge. (Bez Tx, aku, kamera a nabíjač)",
"Aircraft (BEZ Tx, Kamera, Aku a Nabíjač) (Phantom 3) - DJI0322-34",https://drony.heureka.sk/aircraft-bez-tx-kamera-aku-a-nabijac-phantom-3-dji0322-34/,"429,00 €","Phantom 3 Kvadrokoptéra (Pro / Adv) bez Tx, Kamera, Aku a nabíjač",
DJI - F309 Phantom 2 + H4-3D + Nabíjacia stanica - DJI0309-C01,https://drony.heureka.sk/dji-f309-phantom-2-plus-h4-3d-plus-nabijacia-stanica-dji0309-c01/,"760,08 €","RC set kvadrokoptéry s autopilotom NAZA-M V2 s GPS, 7-kanálovou RC súpravou 2.4GHz, LiPo aku 5200 mAh, nabíjačkou, profesionálnym gimbal Zenmus H4-3D. Rozpätie ramien 300mm.",
"Microkoptéra Galaxy Visitor 8 RTF 2,4GHz mód 1 šedo / zelený - NE3912",https://drony.heureka.sk/microkoptera-galaxy-visitor-8-rtf-2_4ghz-mod-1-sedo-zeleny-ne3912/,"53,08 €","Mini kvadrokoptéra sa 146mm rotory pre pokojné i akrobatické poletovania doma aj vonku. RC set s 2.4GHz vysielačom, LiPo aku a USB nabíjačkou pohonného článku.",
"Microkoptéra Galaxy Visitor 2 RTF 2,4GHz s kamerou mód 2 - NE3906-2",https://drony.heureka.sk/microkoptera-galaxy-visitor-2-rtf-2_4ghz-s-kamerou-mod-2-ne3906-2/,"83,13 €","Miniatúrny kvadrokoptéra s 56 mm rotormi as miniatúrne kamerou pre pokojné poletovania a robení foto / video snímok doma aj vonku. RC set s 2.4GHz vysielačom, LiPo aku,...",
"YUNEEC Q500 4K TYPHOON s kam. C-GO3-4K RTF s CGO SteadyGrip + Gimbal GoPro + 5,8 FPV - YUNQ4KEU-CO",https://drony.heureka.sk/yuneec-q500-4k-typhoon-s-kam-c-go3-4k-rtf-s-cgo-steadygrip-plus-gimbal-gopro-plus-5_8-fpv-yunq4keu-co/,"1 005,73 €","Yuneec Q500 Typhoon je kompletný kvadrokoptéra určená pre letecké snímkovanie vybavená 4K kamerou umiestnenou na 3-osom závesu a vysielačom s vstavaným dotykovým 5,5 ""displejom...",
DJI - F320 Phantom 2 VISION + (5.8GHz) + 2x Aku + Nabíjacia stanica - použité VLDJI0320-C01,https://drony.heureka.sk/dji-f320-phantom-2-vision-plus-5_8ghz-plus-2x-aku-plus-nabijacia-stanica-pouzite-vldji0320-c01/,"722,05 €","RC set kvadrokoptéry s autopilotom NAZA-M V2 s GPS, 6-kanálovou RC súpravou 5.8GHz, LiPo aku 5200 mAh, nabíjačkou, vstavanou 14MPx kamerou s 3-osým závesom, kompletne pripravený...",
Traxxas Aton Plus RTF Mód 1 - TRA7909A,https://drony.heureka.sk/traxxas-aton-plus-rtf-mod-1-tra7909a/,"478,00 - 496,00 €","obsah balenia Balenie obsahuje kompletne zostavený dron Traxxas Aton Plus, dvojosý stabilizovaný gimbal určený pre GoPro kamery (alebo obdobné typy), RC vysielač v móde 1 (plyn...",
TYPHOON H ADVANCE plus WIZARD - YUNTYHBEU-W,https://drony.heureka.sk/typhoon-h-advance-plus-wizard-yuntyhbeu-w/,"1 077,58 €","Yuneec Typhoon H je kompletne vybavená hexakoptéra určená pre letecké snímkovanie vybavená 4K kamerou umiestnenou na 3-osom závesu, antikolíznym čidlami a vysielačom ST16 s...",
TYPHOON H PRO - YUNTYHBPEU,https://drony.heureka.sk/typhoon-h-pro-yuntyhbpeu/,"1 383,01 €","Yuneec Typhoon H PRO je kompletne vybavená hexakoptéra určená pre letecké snímkovanie vybavená 4K kamerou umiestnenou na 3-osom závesu, antikolíznym snímačmi, vysielačom ST16 s...",
Gravity Dark Vision 2.4GHz kvadrokoptéra s Full-HD-Action-kamerou L220712,https://drony.heureka.sk/gravity-dark-vision-2_4ghz-kvadrokoptera-s-full-hd-action-kamerou-l220712/,"119,85 €","RC set kvadrokoptéry so 4-kanálovou RC súpravou 2.4GHz, Full HD mikro kamerou, 1x LiPo aku 1800mAh a nabíjačkou kompletne pripravený k letu. Rozpätie ramien 350mm, letová...",
H4 Gravit Micro Vision set kvadrokoptéry 2.4GHz s HD kamerou (MODE 2) L220706,https://drony.heureka.sk/h4-gravit-micro-vision-set-kvadrokoptery-2_4ghz-s-hd-kamerou-mode-2-l220706/,"53,08 €","RC set micro kvadrokoptéry so 4-kanálovou RC súpravou 2.4GHz, 1x LiPo aku, USB nabíjačkou kompletne pripravený k letu a so zabudovanou HD kamerou (1280x720). Rozpätie ramien...",
TYPHOON H PRO s Intel® RealSense ™ Technology - YUNTYHBREU,https://drony.heureka.sk/typhoon-h-pro-s-intel-realsense-technology-yuntyhbreu/,"1 677,65 €","Yuneec Typhoon H je kompletne vybavená hexakoptéra určená pre letecké snímkovanie vybavená 4K kamerou umiestnenou na 3-osom závesu, antikolíznym snímačmi RealSense, vysielačom...",
Traxxas Aton Plus RTF Mód 2 - TRA7909,https://drony.heureka.sk/traxxas-aton-plus-rtf-mod-2-tra7909/,"478,00 - 496,00 €","obsah balenia Balenie obsahuje kompletne zostavený dron Traxxas Aton Plus II, dvojosý stabilizovaný gimbal určený pre GoPro kamery (alebo obdobné typy), RC vysielač v móde 1...",
Gravity Vision FPV 2.4GHz kvadrocoptéry RTF s WLAN-kamerou - Mode 2 - L220707,https://drony.heureka.sk/gravity-vision-fpv-2_4ghz-kvadrocoptery-rtf-s-wlan-kamerou-mode-2-l220707/,"83,13 €","RC set kvadrokoptéry so 4-kanálovou RC súpravou 2.4GHz, 1x LiPo aku a nabíjačkou kompletne pripravený k letu so zabudovanou HD kamerou umožňujúce FPV prenos obrazu do mobilného...",
Parrot Airborne Night Drone Minidrone MacLane - PF723101AA,https://drony.heureka.sk/parrot-airborne-night-drone-minidrone-maclane-pf723101aa/,"88,00 €",Parrot Airborne Night Drone Minidrone MacLane Maximální doba letu na jedno nabití: 9 min Ovládání pomocí aplikace: Ano Ovládání pomocí ovladače: Ne Wi-Fi: Ne Bluetooth: Ano...,
Matrica 600 PRO - DJIM600P,https://drony.heureka.sk/matrica-600-pro-djim600p/,"5 699,00 €",,
S1000 + Premium + A2 + Z15 (A7) - DJI1000X-C06,https://drony.heureka.sk/s1000-plus-premium-plus-a2-plus-z15-a7-dji1000x-c06/,"3 599,00 €",,
Gravity Vision FPV 2.4GHz kvadrocoptéry RTF s WLAN-kamerou - Mode 1 - L220708,https://drony.heureka.sk/gravity-vision-fpv-2_4ghz-kvadrocoptery-rtf-s-wlan-kamerou-mode-1-l220708/,"83,13 €","RC set kvadrokoptéry so 4-kanálovou RC súpravou 2.4GHz, 1x LiPo aku a nabíjačkou kompletne pripravený k letu so zabudovanou HD kamerou umožňujúce FPV prenos obrazu do mobilného...",
H4 Gravit Micro 2.0 set kvadrokoptéry 2.4GHz (MODE 2) - L220702,https://drony.heureka.sk/h4-gravit-micro-2_0-set-kvadrokoptery-2_4ghz-mode-2-l220702/,"53,08 €","RC set kvadrokoptéry so 4-kanálovou RC súpravou 2.4GHz, 1x LiPo aku 300mAh a nabíjačkou kompletne pripravený k letu. Rozpätie ramien 130mm, letová hmotnosť 44g.",
DJI teleskopická tyč pro OSMO - DJI0650-01,https://drony.heureka.sk/dji-teleskopicka-tyc-pro-osmo-dji0650-01/,"73,07 €",Teleskopická tyč pro DJI OSMO. Průměr: 2.9 cm Délka: 23.5 cm Maximální délka: 98 cm Délka jednotlivých částí: 15.5 cm Hmotnost: 258 g,
DJI stojan tříramenný pro OSMO - DJI0650-03,https://drony.heureka.sk/dji-stojan-triramenny-pro-osmo-dji0650-03/,"68,49 €",Stojan tříramenný pro OSMO. Podporuje dva různé rozměry: 160 mm (poloměr) x 45 mm (výška) 260 mm (poloměr) x 58 mm (výška) Hmotnost: 254 g,
SYMA X5UW - RC_46409,https://drony.heureka.sk/syma-x5uw-rc-46409/,"94,22 €","Dron Syma X5UW, 4CH 2,4 Ghz, s WiFi přenosem videa do telefonu, barometrem, s možností létat podle navolené trasy.
Kvadrokoptéra X5UW je absolutní novinka od výrobce Syma. Je...",
S1000 + Premium + A2 + Z15 (Nex-7) - DJI1000X-C05,https://drony.heureka.sk/s1000-plus-premium-plus-a2-plus-z15-nex-7-dji1000x-c05/,"3 599,00 €",,
S900 Spreading wings - DJI0900,https://drony.heureka.sk/s900-spreading-wings-dji0900/,"1 227,76 €",Stavebnica mechaniky profi hexakoptéry sa 6 striedavými motormi a 40A regulátory. Kompozitové centrálnej dosky s ramenami z uhlíka a zaťahovací uhlíkový podvozok. Rozpätie...,
DJI Guidance - DJIM105,https://drony.heureka.sk/dji-guidance-djim105/,"1 099,00 €","Systém pre vizuálnu snímanie, ktorý chráni váš lietadlo a poskytuje vám novú úroveň bezpečia a istoty vo vzduchu vďaka výkonnému výpočtovému jadru, integrovaným kamerám,...",
"S800 EVO Spread Wings kit, profi hexakoptéra - DJI0800",https://drony.heureka.sk/s800-evo-spread-wings-kit-profi-hexakoptera-dji0800/,"499,00 €",,
Inspire 1 RAW s dvomi ovládačmi + 2 ks SSD 512GB navyše - DJI0615,https://drony.heureka.sk/inspire-1-raw-s-dvomi-ovladacmi-plus-2-ks-ssd-512gb-navyse-dji0615/,"6 290,00 €","Kvadrokoptéra Inspire 1 RAW vybavená 4K kamerou Zenmuse X5R s objektívom a dvoma 512GB SSD navyše, umiestnenú na 3-osom stabilizovanom závesu a integrovaným systémom na prenos...",
Matrica 600 + Ronin-MX - DJIM601,https://drony.heureka.sk/matrica-600-plus-ronin-mx-djim601/,"6 799,00 €","Stavebnica mechaniky profi hexakoptéry sa 6 striedavými motormi, 6 regulátory, systémom LightBridge 2 a riadiacou jednotkou A3, schopná niesť profi filmové kamery + stabilizačný...",
Blade Inductrix FPV BNF - BLH8580G,https://drony.heureka.sk/blade-inductrix-fpv-bnf-blh8580g/,"108,42 €","Obľúbený mikro dron Blade Inductrix s technológiou SAFE a nainštalovanou kamerou a vysielačom FPV. Kompaktná konštrukcia, odolnosť proti bočnému nárazu, zvýšená účinnosť vrtúľ a...",
"Silverlit 2,4 G Xion FPV Dron (84765) 84765",https://drony.heureka.sk/silverlit-2_4-g-xion-fpv-dron-84765-84765/,"145,00 €",Napájení Zásobování energií: aku Typ baterie / Aku: Lithium-Polymer Typ Typ: Hračky na dálkové ovládání Všeobecné informace Doporučený věk: Od 15 let Oblast použití: Exteriér,
"DJI kvadrokoptéra - dron, Phantom 4 Pro+ , 4K Ultra HD kamera - DJI0424",https://drony.heureka.sk/dji-kvadrokoptera-dron-phantom-4-pro-plus-4k-ultra-hd-kamera-dji0424/,"2 050,92 €",DJI Phantom 4 Pro+ / kvadrokoptéra - dron / 4K Ultra HD kamera,
"DJI kvadrokoptéra - dron, Phantom 4 Pro, 4K Ultra HD kamera - DJI0422",https://drony.heureka.sk/dji-kvadrokoptera-dron-phantom-4-pro-4k-ultra-hd-kamera-dji0422/,"1 730,76 €","Nová kamera je osazena 1-palcovým 20-megapixelovým snímačem, který je schopný natáčet 4K/60fps video a pořizovat sekvenční fotografie při 14 snímcích za vteřinu. Konstrukce ze...",
